owi,ISBN-13,Title,Authors,Publisher,Year,Language,oclc,lcc,ddc,fast
5582961812,9780486292427,"The Oresteia Trilogy - Agamemnon, The Libation-Bearers And The Furies","['Aeschylus', 'E. D. A. Morshead']",Courier Corporation,1996,en,39655,PA3827.A7,882.01,"{'1047569': 'Orestes, King of Argos (Mythological character)', '800082': 'Agamemnon, King of Mycenae (Mythological character)', '904392': 'Electra (Greek mythological figure)', '947146': 'Greek drama (Tragedy)', '35692': 'Aeschylus', '947127': 'Greek drama', '897468': 'Drama'}"
2944532507,,,,,,,703942690,,882.01,"{'35692': 'Aeschylus', '1070677': 'Polynices (Greek mythological figure)', '1078888': 'Prometheus (Greek deity)', '1113646': 'Seven against Thebes (Greek mythology)', '1229872': 'Greece--Thebes', '915771': 'Eteocles, King of Thebes (Mythological character)', '1031804': 'Mythology, Greek'}"
11126191523,9780226307862,"Sophocles: Ajax, Translated By J. Moore. The Women Of Trachis, Translated By M. Jameson. Electra, Translated By D. Grene. Philoctetes, Translated By D. Grene",['Sophocles'],,1969,en,,,,
504808128,9780452011670,"The Oedipus Plays Of Sophocles - Oedipus The King, Oedipus At Colonus, Antigone","['Sophocles', 'Paul Roche']",Plume Books,1996,en,,,,
1810062212,9780451527844,Sophocles - The Complete Plays,"['Sophocles', 'Paul Roche']",Signet,2001,en,,,,
21632423,9780156027649,The Oedipus Cycle - An English Version,['Sophocles'],Houghton Mifflin Harcourt,2002,en,,,,
11746358654,9780140444254,The Three Theban Plays - Antigone; Oedipus The King; Oedipus At Colonus,['Sophocles'],Penguin,1984,en,,,,
11437045009,9780872205857,Theban Plays,"['Sophocles', 'Peter Meineck', 'Paul Woodruff']",Hackett Publishing,2003,en,870316905,PA4414.A2,882.01,"{'1043940': 'Oedipus (Greek mythological figure)', '810528': 'Antigone (Mythological character)', '1229872': 'Greece--Thebes', '45249': 'Sophocles', '947127': 'Greek drama', '1113646': 'Seven against Thebes (Greek mythology)', '1031804': 'Mythology, Greek', '947146': 'Greek drama (Tragedy)'}"
5489377242,9780679431329,The Theban Plays,['Sophocles'],Everyman's Library,1994,en,,,,
7517991,9780140440287,Electra And Other Plays,['Sophocles'],Penguin,1953,en,,,,
2564902799,9780192835888,Antigone ; Oedipus The King ; Electra,['Sophocles'],"Oxford University Press, USA",1998,en,,,,
4916203224,9781580495936,Oedipus Rex,['Sophocles'],Prestwick House Inc,2005,en,,,,
8907190859,9780451621603,The Oedipus Plays Of Sophocles,"['Sophocles', 'Paul Roche']",Signet,1958,en,51681375,PA4414.A2,882.01,"{'1043940': 'Oedipus (Greek mythological figure)', '810528': 'Antigone (Mythological character)', '45249': 'Sophocles', '947146': 'Greek drama (Tragedy)'}"
5481381766,9780521617352,Sophocles: Oedipus Rex,['Sophocles'],Cambridge University Press,2006,en,,,,
5481381766,9781416500339,Oedipus The King,"['Sophocles', 'Frederic Will', 'Bernard Knox']",Simon and Schuster,2005,en,726764220,PA4414.O7,882.01,"{'1043940': 'Oedipus (Greek mythological figure)', '1031804': 'Mythology, Greek', '1356030': 'Oedipus Rex (Sophocles)', '947127': 'Greek drama', '45249': 'Sophocles', '947146': 'Greek drama (Tragedy)'}"
11475654483,9780452007178,Four Plays,['Aristophanes'],Plume,1984,en,,,,
1059382859,9780415907446,Three Plays By Aristophanes - Staging Women,['Aristophanes'],Psychology Press,1996,en,,,,
19893481,9780553213430,The Complete Plays Of Aristophanes,['Aristophanes'],Bantam Classics,1981,en,771866,PA3877.A1,882,"{'38457': 'Aristophanes', '1204474': 'Greece--Athens', '947136': 'Greek drama (Comedy)', '947127': 'Greek drama'}"
11658393406,9780812234565,Aristophanes: The Suits,['Aristophanes'],,1998,en,,,,
9593552212,9780872203617,"Aristophanes 1 - Clouds, Wasps, Birds",['Aristophanes'],Hackett Publishing Company Incorporated,1998,en,,,,
2825812904,9780140448146,Lysistrata And Other Plays,['Aristophanes'],ePenguin,2002,en,,,,
2908685808,9781585100873,Aristophanes' Acharnians,"['Aristophanes', 'Jeffrey Henderson']",Focus Publishing/R. Pullins Company,2003,en,315849,PA3877,882.01,"{'1055899': 'Peace treaties', '1208380': 'Greece', '1734394': 'Peasants', '38457': 'Aristophanes', '947136': 'Greek drama (Comedy)', '1360983': 'Acharnians (Aristophanes)', '1082785': 'Public opinion', '1204474': 'Greece--Athens'}"
1150976266,9780199120093,Clouds,['Aristophanes'],,1970,el,,,,
1150976266,9780674995376,Aristophanes,['Aristophanes'],,1998,en,,,,
1153876798,9780140441529,The Wasps - The Poet And The Women ; The Frogs,['Aristophanes'],Penguin,1964,en,,,,
1806198376,9780156027656,Four Comedies,"['Aristophanes', 'Dudley Fitts']",Harvest Books,2002,en,606612,PA3877,882,"{'38457': 'Aristophanes', '1204474': 'Greece--Athens', '1004395': 'Lysistrata (Fictitious character)', '1055858': 'Peace movements', '1177101': 'Women and peace', '947136': 'Greek drama (Comedy)'}"
3606414119,9780674995963,Aristophanes: Frogs. Assemblywomen. Wealth,['Aristophanes'],Harvard University Press,1998,en,,,,
797071470,9780822007760,"Aristophanes' Lysistrata, The Birds, The Clouds, The Frogs - Notes",['W. John Campbell'],Cliff Notes,1983,en,43803051,PA3877,882.4,"{'1356867': 'Frogs (Aristophanes)', '1358857': 'Clouds (Aristophanes)', '1359050': 'Birds (Aristophanes)', '1361160': 'Lysistrata (Aristophanes)'}"
837027876,9780198721598,Aristophanes And Athens - An Introduction To The Plays,"['Douglas Maurice MacDowell', 'Professor of Greek Douglas M MacDowell', 'Aristophanes']",Oxford University Press on Demand,1995,en,32051210,PA3879,882.01,"{'1204474': 'Greece--Athens', '999953': 'Literature', '38457': 'Aristophanes', '947136': 'Greek drama (Comedy)', '975769': 'Intellectual life'}"
,9780451616227,Lysistrata,['Aristophanes'],,1970,en,,,,
2591114280,9780198140818,Aristophanes' Peace,['Aristophanes'],Oxford University Press on Demand,1998,en,,,,
13179301,9780872206038,Lysistrata,['Aristophanes'],Hackett Publishing,2003,en,,,,
2754312666,9780140443325,"The Knights ; [And], Peace ; [And], The Birds ; [And], The Assemblywomen ; [And], Wealth",['Aristophanes'],Viking Press,1977,en,,,,
1025408,9780521774338,Genres In Dialogue - Plato And The Construct Of Philosophy,['Andrea Wilson Nightingale'],Cambridge University Press,2000,en,48139211,B395,184,"{'1096982': 'Rhetoric, Ancient', '947441': 'Greek literature', '999924': 'Literary form', '46610': 'Plato'}"
689359,9781400032716,The Curious Incident Of The Dog In The Night-Time,['Mark Haddon'],Vintage Books,2003,en,,,,
49239092,9780316156509,The Night Gardener - A Novel,['George P. Pelecanos'],Little Brown,2006,en,,,,
219860804,9780743482776,Twelfth Night,['William Shakespeare'],Washington Square Press,2004,en,191746218,PR2837.A2,822.33,"{'1245269': 'Europe--Illyria', '1159851': 'Twins', '839671': 'Brothers and sisters', '1023960': 'Mistaken identity', '1761960': 'Shipwreck survival', '1761768': 'Survival', '1356466': 'Twelfth night (Shakespeare, William)', '29048': 'Shakespeare, William, 1564-1616'}"
110243497,9780743271325,Brokeback Mountain - Now A Major Motion Picture,['Annie Proulx'],Simon and Schuster,2005,en,,,,
5406181743,9780142000281,Getting Things Done - The Art Of Stress-Free Productivity,['David Allen'],Penguin,2001,en,,,,
346091,9781576751725,Getting Things Done When You Are Not In Charge,['Geoffrey M. Bellman'],Berrett-Koehler Pub,2001,en,243590213,HD57.7,658.4292,"{'1047852': 'Organizational effectiveness', '917778': 'Executive ability', '994701': 'Leadership'}"
1079992,9788433924636,Formas breves,['Ricardo Piglia'],,2000,es,,,,
768567243,9788433968777,El último lector,['Ricardo Piglia'],Anagrama,2005,es,63703713,PN3324,809.3,"{'923709': 'Fiction', '1090552': 'Reader-response criticism', '821738': 'Authors and readers', '836478': 'Books and reading in literature', '1353577': 'Literature--Theory, etc'}"
818616,9781862076655,Money To Burn,['Ricardo Piglia'],Granta Books,2004,en,53389689,PQ7798.26.I4,863.64,"{'826782': 'Bank robberies', '1118188': 'Sieges', '1205786': 'Argentina--Buenos Aires', '1205614': 'Argentina', '1128273': 'Spanish fiction'}"
1079992,9788433924711,Respiración artificial,['Ricardo Piglia'],Anagrama,2001,es,,,,
818616,9788433924629,Plata quemada,['Ricardo Piglia'],,2000,es,53389689,PQ7798.26.I4,863.64,"{'826782': 'Bank robberies', '1118188': 'Sieges', '1205786': 'Argentina--Buenos Aires', '1205614': 'Argentina', '1128273': 'Spanish fiction'}"
6819,9780321317100,American Government - Continuity And Change,"[""Karen O'Connor"", 'Larry J. Sabato']",Longman Publishing Group,2005,en,56967138,JK274,320.473,"{'1204155': 'United States', '1919741': 'Politics and government', '1210336': 'Texas'}"
3857140513,9780321365200,Essentials Of American & Texas Government - Continuity And Change,"[""Karen O'Connor"", 'Larry J. Sabato', 'Stefan D. Haag', 'Gary A. Keith']",Longman Publishing Group,2005,en,60188483,JK276,320.473,"{'1204155': 'United States', '1210336': 'Texas', '1919741': 'Politics and government'}"
3689631,,,,,,,1814927,PQ7797.S214,863,"{'1205786': 'Argentina--Buenos Aires', '1050530': 'Painters', '1029781': 'Murder', '1029821': 'Murderers', '1205614': 'Argentina', '817559': 'Artists', '1029826': 'Murderers--Psychology', '817612': 'Artists--Psychology'}"
11701341887,9781565480841,The Works Of Saint Augustine: V. 1. The Confessions,['Saint Augustine (Bishop of Hippo.)'],,1990,en,,,,
2771569015,9780679783190,The City Of God,['St. Augustine'],Modern Library,2000,en,391947,BR65.A64,239.3,"{'987680': 'Kingdom of God', '811449': 'Apologetics', '1906759': 'Apologetics--Early church', '61554': 'Augustine, of Hippo, Saint, 354-430', '1356914': 'De civitate Dei (Augustine, of Hippo, Saint)', '1149559': 'Theology'}"
4925704338,9781565481244,"The Augustine Catechism - The Enchiridion On Faith, Hope, And Love",['Saint Augustine (of Hippo)'],,1999,en,,,,
46984,9780520227576,"Augustine Of Hippo - A Biography, Revised Edition With A New Epilogue","['Peter Brown', 'Professor Peter Brown']",Univ of California Press,2000,en,318213,BR1720.A9,270.20924,"{'61554': 'Augustine, of Hippo, Saint, 354-430', '859491': 'Christian saints', '1896881': 'Algeria--Hippo (Extinct city)'}"
4160074565,9780024021502,On Christian Doctrine,"['Augustin ((saint ;)', 'Saint Augustine (Bishop of Hippo.)', 'Library of Liberal Arts', 'MacMillan', 'Durant Waite Robertson (Jr.)']",Pearson,1958,en,,,,
2829855499,9780872201866,Confessions,"['Saint Augustine (Bishop of Hippo.)', 'Francis Joseph Sheed', 'Peter Brown']",Hackett Publishing Company Incorporated,1993,en,,,,
4020403725,9780143035985,Saint Augustine,['Garry Wills'],Penguin Classics,2005,en,40452959,BR1720.A9,270.2092,"{'859491': 'Christian saints', '61554': 'Augustine, of Hippo, Saint, 354-430', '1896881': 'Algeria--Hippo (Extinct city)'}"
139040720,9780192854520,Augustine: A Very Short Introduction,['Henry Chadwick'],Oxford Paperbacks,2001,en,712040290,B655.Z7,189.2,"{'61554': 'Augustine, of Hippo, Saint, 354-430'}"
2973954197,9781565482012,On Genesis - Two Books On Genesis: Against The Manichees And On The Literal Interpretation Of Genesis: An Unfinished Book,['Saint Augustine (of Hippo)'],"Works of Saint Augustine, a Tr",2004,en,,,,
1004653502,9780060934910,Kitchen Confidential - Adventures In The Culinary Underbelly,['Anthony Bourdain'],Harper Collins,2000,en,44104645,TX649.B58,641.5092,"{'878051': 'Cooks', '348716': 'Bourdain, Anthony', '1204333': 'New York (State)--New York', '1204155': 'United States', '1095907': 'Restaurants'}"
1004653502,9788466308953,Confesiones de un chef,['Anthony Bourdain'],Punto De Lectura,2002,es,44104645,TX649.B58,641.5092,"{'878051': 'Cooks', '348716': 'Bourdain, Anthony', '1204333': 'New York (State)--New York', '1204155': 'United States', '1095907': 'Restaurants'}"
2106562697,9780156001267,The Metamorphoses Of Ovid,['Ovid'],Houghton Mifflin Harcourt,1993,en,799067,PA6522.M2,873.01,"{'1031758': 'Mythology, Classical', '1018266': 'Metamorphosis--Mythology', '919450': 'Fables, Latin', '1018264': 'Metamorphosis', '1356191': 'Metamorphoses (Ovid)', '1839763': 'Ovid, 43 B.C.-17 A.D. or 18 A.D', '1067691': 'Poetry', '993373': 'Latin poetry'}"
2106562697,9780140447897,Metamorphosis,"['Ovid', 'Publius Ovidius Naso']",Penguin UK,2004,en,,,,
2106562697,9780393058109,Metamorphoses,"['Ovid', 'Publius Ovidius Naso']",W. W. Norton & Company,2004,en,799067,PA6522.M2,873.01,"{'1031758': 'Mythology, Classical', '1018266': 'Metamorphosis--Mythology', '919450': 'Fables, Latin', '1018264': 'Metamorphosis', '1356191': 'Metamorphoses (Ovid)', '1839763': 'Ovid, 43 B.C.-17 A.D. or 18 A.D', '1067691': 'Poetry', '993373': 'Latin poetry'}"
2829802063,9780806128948,Ovid's Metamorphoses,['Ovid'],University of Oklahoma Press,1997,en,,,,
116237686,9780806114569,Ovid's Metamorphoses,['Ovid'],University of Oklahoma Press,1972,en,,,,
476255,9780814317327,Latin Via Ovid - A First Course,"['Norma Goldman', 'Jacob E. Nyenhuis']",Wayne State University Press,1982,en,8934659,PA2099.O9,478.6421,"{'1031758': 'Mythology, Classical', '919450': 'Fables, Latin', '993125': 'Latin language', '1356191': 'Metamorphoses (Ovid)', '1018266': 'Metamorphosis--Mythology', '1839763': 'Ovid, 43 B.C.-17 A.D. or 18 A.D'}"
1154389534,9780674992559,Ovid - In Six Volumes. The Art Of Love And Other Poems,['Publius Ovidius Naso'],,2004,en,,,,
1059107912,9780520242609,The Poems Of Exile - Tristia And The Black Sea Letters,['Ovid'],Univ of California Press,2005,en,,,,
2106562697,9780674990470,Metamorphoses: Books IX-XV,['Ovid'],,1984,en,,,,
2106562697,9780674990463,"Ovid - In Six Volumes. Metamorphoses II, Books IX - XV.. 4",['Publius Ovidius Naso'],,1984,en,,,,
30677833,9780814326114,Practice! Practice! - A Latin Via Ovid Workbook,"['Norma Goldman', 'Michael Rossi']",Wayne State University Press,1995,en,755620943,PA2099.O9,475,"{'993167': 'Latin language--Grammar', '993236': 'Latin language--Study and teaching', '993125': 'Latin language'}"
552449803,9780806115603,Tibullus,['Michael C. J. Putnam'],University of Oklahoma Press,1979,en,,,,
891372,9780691015972,Dionysiac Poetics And Euripides' Bacchae,['Charles Segal'],Princeton University Press,1997,en,8346745,PA3973.B2,882.01,"{'894082': 'Dionysus (Greek deity)', '999953': 'Literature', '1057215': 'Pentheus, King of Thebes (Mythological character)', '1154355': 'Tragedy', '825027': 'Bacchantes in literature', '1357895': 'Bacchae (Euripides)', '37200': 'Euripides'}"
2564902799,9780195143102,Antigone,"['Sophocles,']",OUP USA,2007,en,44961665,PA4414.A7,882.01,"{'810528': 'Antigone (Mythological character)', '947146': 'Greek drama (Tragedy)', '45249': 'Sophocles', '1031804': 'Mythology, Greek', '1357312': 'Antigone (Sophocles)', '947136': 'Greek drama (Comedy)'}"
2564902799,9780195143737,Antigone,"['Sophocles', 'Reginald Gibbons', 'Charles Segal']",Oxford University Press on Demand,2003,en,44961665,PA4414.A7,882.01,"{'810528': 'Antigone (Mythological character)', '947146': 'Greek drama (Tragedy)', '45249': 'Sophocles', '1031804': 'Mythology, Greek', '1357312': 'Antigone (Sophocles)', '947136': 'Greek drama (Comedy)'}"
3901564793,9780130158857,Object-Oriented Programming In C++,"['Richard Johnsonbaugh', 'Martin Kalin']",Pearson,2000,en,,,,
11700174518,9781857150605,The Iliad,['Homer'],Everyman Chess,1992,en,20825683,PA4025.A2,883.01,"{'795683': 'Achilles (Mythological character)', '913902': 'Epic poetry, Greek', '1031804': 'Mythology, Greek', '1896842': 'Turkey--Troy (Extinct city)', '947546': 'Greeks', '1208963': 'Turkey', '29137': 'Homer', '1356294': 'Iliad (Homer)'}"
169726,9780226301198,"Love, Sex & Tragedy - How The Ancient World Shapes Our Lives",['Simon Goldhill'],,2005,en,55055408,CB430,909.08,"{'862996': 'Civilization, Classical', '863075': 'Civilization, Modern--Ancient influences'}"
5051242,9780521315791,Reading Greek Tragedy,"['Simon Goldhill', 'Goldhill Simon', 'Professor of Greek Literature and Culture and Fellow and Director of Studies in Classics Simon Goldhill']",Cambridge University Press,1986,en,12421254,PA3131,882.0109,{'947146': 'Greek drama (Tragedy)'}
38104060,9780521011761,Who Needs Greek? - Contests In The Cultural History Of Hellenism,"['Simon Goldhill', 'Professor of Greek Literature and Culture and Fellow and Director of Studies in Classics Simon Goldhill']",Cambridge University Press,2002,en,49350334,PA231,303.4824038,"{'863086': 'Civilization, Modern--Greek influences', '947270': 'Greek language--Study and teaching', '1208380': 'Greece', '862898': 'Civilization', '954758': 'Hellenism'}"
836881321,9780521479349,Foucault's Virginity - Ancient Erotic Fiction And The History Of Sexuality,"['Simon Goldhill', 'Professor of Greek Literature and Culture and Fellow and Director of Studies in Classics Simon Goldhill']",Cambridge University Press,1995,en,30436658,PA3040,883.01093538,"{'1114306': 'Sex customs', '1204885': 'Rome (Empire)', '1208380': 'Greece', '914823': 'Erotic literature, Greek', '914836': 'Erotic literature, Latin', '1114464': 'Sex in literature', '863482': 'Classical fiction', '914957': 'Erotic stories'}"
196940276,9781585424832,2012 - The Return Of Quetzalcoatl,['Daniel Pinchbeck'],J P Tarcher,2006,en,62421298,BP605.N48,191,"{'1012705': 'Maya calendar', '1012738': 'Maya philosophy', '1036696': 'New Age movement', '1085710': 'Quetzalcoatl (Mesoamerican deity)', '1115159': 'Shamanism', '875441': 'Consciousness', '950660': 'Hallucinogenic drugs and religious experience'}"
763198,9780767907439,Breaking Open The Head - A Psychedelic Journey Into The Heart Of Contemporary Shamanism,['Daniel Pinchbeck'],Crown,2003,en,50601753,BF1621,299.9,"{'1115159': 'Shamanism', '1130134': 'Spiritual life--New Age movement'}"
10105972,9780743233217,Them - Adventures With Extremists,['Jon Ronson'],Simon & Schuster,2003,en,47831472,HN49.R33,322.42,"{'1087037': 'Radicals', '1087015': 'Radicalism', '979941': 'Islamic fundamentalism', '545624': 'Ku Klux Klan (1915- )', '1069363': 'Political leadership', '908113': 'Elite (Social sciences)'}"
5644,9780743270601,The Men Who Stare At Goats,['Jon Ronson'],Simon and Schuster,2004,en,57475995,UB276,355.34340973,"{'1204155': 'United States', '1081405': 'Psychological warfare', '1053086': 'Parapsychology--Military aspects', '809559': 'Animals--War use', '1043123': 'Occultism', '1020874': 'Military art and science', '1128975': 'Special operations (Military science)', '1145078': 'Technology'}"
879807,,,,,,,,,,
25844935,9780865475090,Caught Inside - A Surfer's Year On The California Coast,['Daniel Duane'],Macmillan,1997,en,33246044,GV840.S8,797.32,"{'1139319': 'Surfers', '1139321': 'Surfing', '1204928': 'California', '1205880': 'California--Santa Cruz', '327029': 'Duane, Daniel, 1967-'}"
263706,9780385486804,Into The Wild,['Jon Krakauer'],Villard,2007,en,35559213,CT9971.M38,917.98045,"{'1204155': 'United States', '1204480': 'Alaska', '797447': 'Adventure and adventurers', '358581': 'McCandless, Christopher Johnson, 1968-1992', '1243255': 'West United States', '1172959': 'Wayfaring life', '958393': 'Hitchhiking', '1155558': 'Travel'}"
5453823921,9780785268833,Wild At Heart - Discovering The Secret Of A Man's Soul,['John Eldredge'],Thomas Nelson Incorporated,2001,en,,,,
5164541467,9780743246989,Wild Swans - Three Daughters Of China,['Jung Chang'],Simon and Schuster,2003,en,,,,
52364027,9780446579674,Born In Death,"['J. D. Robb, 1950-']",,,en,,,,
57677009,9780515142396,Born To Be Wild,['Catherine Coulter'],Penguin,2006,en,70637461,PS3553.O843,813.54,"{'1204579': 'Oregon', '1146641': 'Television actors and actresses', '1733458': 'Television soap operas', '1204155': 'United States', '796328': 'Actresses', '1204928': 'California', '820786': 'Attempted murder', '882984': 'Crime'}"
2242253940,9780439227148,The Call Of The Wild,['Jack London'],Scholastic Inc.,2000,en,44958778,PS3523.O46,813.52,"{'896265': 'Dogs', '1895987': 'Yukon--Klondike River Valley', '1120811': 'Sled dogs', '809431': 'Animal welfare', '1059186': 'Pet theft', '922945': 'Feral dogs', '1176536': 'Wolves', '944469': 'Gold mines and mining'}"
688164,,,,,,,,,,
3857469737,9781591583660,Crash Course In Web Design For Libraries,['Charles P. Rubenstein'],Libraries Unltd Incorporated,2007,en,74353658,Z674.75.W67,006.7,"{'1173252': 'Web sites--Design', '997605': 'Library Web sites--Design'}"
797173,9780805063899,Nickel And Dimed - On (Not) Getting By In America,['Barbara Ehrenreich'],Macmillan,2002,en,,,,
4653661205,9780394417752,The History Of Sexuality: An Introduction,['Michel Foucault'],New York : Pantheon Books,1978,en,,,,
4653661205,9780140268683,The History Of Sexuality,[''],,1990,en,,,,
4653661205,9780140137347,L'usage De Plaisirs,['Michel Foucault'],Penguin Group(CA),1992,en,,,,
104518966,9780140251579,The Making Of Pride And Prejudice,"['Sue Birtwistle', 'Susie Conklin']",Penguin Group USA,1995,en,,,,
1881837462,9780192802385,Pride And Prejudice,['Jane Austen'],"Oxford University Press, USA",2004,en,44959645,PR4034,823.7,"{'1219920': 'England', '881873': 'Courtship', '1183301': 'Young women', '1119758': 'Sisters', '1122346': 'Social classes', '1007815': 'Manners and customs', '830497': 'Bennet, Elizabeth (Fictitious character)', '887810': 'Darcy, Fitzwilliam (Fictitious character)'}"
1881837462,9780143036234,Pride And Prejudice,"['Jane Austen', 'Vivien Jones']",Penguin Paperbacks,2005,en,44959645,PR4034,823.7,"{'1219920': 'England', '881873': 'Courtship', '1183301': 'Young women', '1119758': 'Sisters', '1122346': 'Social classes', '1007815': 'Manners and customs', '830497': 'Bennet, Elizabeth (Fictitious character)', '887810': 'Darcy, Fitzwilliam (Fictitious character)'}"
1881837462,9780486440910,Pride And Prejudice,"['Jane Austen', 'George Saintsbury', 'Hugh Thomson']",Courier Dover Publications,2005,en,44959645,PR4034,823.7,"{'1219920': 'England', '881873': 'Courtship', '1183301': 'Young women', '1119758': 'Sisters', '1122346': 'Social classes', '1007815': 'Manners and customs', '830497': 'Bennet, Elizabeth (Fictitious character)', '887810': 'Darcy, Fitzwilliam (Fictitious character)'}"
1881837462,9781593083243,Pride And Prejudice,"['Jane Austen', 'Carol Howard']",Barnes & Noble,2004,en,44959645,PR4034,823.7,"{'1219920': 'England', '881873': 'Courtship', '1183301': 'Young women', '1119758': 'Sisters', '1122346': 'Social classes', '1007815': 'Manners and customs', '830497': 'Bennet, Elizabeth (Fictitious character)', '887810': 'Darcy, Fitzwilliam (Fictitious character)'}"
113693685,9781400032808,Under The Banner Of Heaven - A Story Of Violent Faith,['Jon Krakauer'],Anchor,2004,en,51769258,BX8680.M54,289.33,"{'1026283': 'Mormon fundamentalism', '549691': 'Church of Jesus Christ of Latter-day Saints', '1026221': 'Mormon Church', '1204155': 'United States', '1029796': 'Murder--Religious aspects', '1094057': 'Religious fanaticism'}"
22702715,9780375752674,Iceland - Land Of The Sagas,"['David Roberts', 'Jon Krakauer']",Villard Books,1998,en,21040840,DL315,949.12,"{'1155558': 'Travel', '1210572': 'Iceland', '1103425': 'Sagas'}"
536218,9780385494786,Into Thin Air - A Personal Account Of The Mount Everest Disaster,['Jon Krakauer'],Anchor,1999,en,,,,
2992804,9780679783619,In The Land Of White Death - An Epic Story Of Survival In The Siberian Arctic,['Valerian Albanov'],Modern Library,2001,en,43953944,,919.804,"{'1240227': 'Arctic Regions', '894950': 'Discoveries in geography', '1155558': 'Travel', '292109': 'Brusilov, Georgiĭ Lʹvovich, 1884-1914', '670837': 'Svi︠a︡tai︠a︡ Anna (Ship)', '1169308': 'Voyages and travels', '89367': 'Alʹbanov, Valerian Ivanovich'}"
46864370,9780374292799,The World Is Flat [Updated And Expanded] - A Brief History Of The Twenty-First Century,['Thomas L. Friedman'],Macmillan,2006,en,,,,
4095495054,9788427032224,La tierra es plana - breve historia del mundo globalizado del siglo XXI,"['Thomas L. Friedman', 'Thomas Friedman']",Martinez Roca S A Ediciones,2006,es,,,,
1038194,9780898868098,The Avalanche Handbook,"['David McClung', 'Peter A. Schaerer']",The Mountaineers Books,2006,en,28147988,QC929.A8,551.57848,{'824258': 'Avalanches'}
5050073,9780590422673,Avalanche,['Arthur Roth'],Scholastic Paperbacks,1989,en,5791126,PZ7.R727,428.6,"{'797275': 'Adult education', '824258': 'Avalanches', '1175202': 'Wilderness survival', '992079': 'Landslides', '1120169': 'Skis and skiing', '1796916': 'Survival (Title)'}"
11717794643,9780451529305,Little Women,['Louisa May Alcott'],Signet Classics,2004,en,,,,
11717794643,9781402714580,Little Women,['Louisa May Alcott'],"Sterling Publishing Company, Inc.",2004,en,,,,
11717794643,9780439101363,Little Women,['Louisa May Alcott'],Scholastic Inc.,2000,en,47010599,PS1017,813.4,"{'1119758': 'Sisters', '1241913': 'New England', '1009032': 'March family (Fictitious characters)', '1728849': 'Families', '1026997': 'Mothers and daughters', '1183301': 'Young women', '1007815': 'Manners and customs', '1204155': 'United States'}"
11717794643,9780517221167,Little Women,"['Louisa May Alcott', 'Jessie Willcox Smith']",Gramercy Books,2002,en,47010599,PS1017,813.4,"{'1119758': 'Sisters', '1241913': 'New England', '1009032': 'March family (Fictitious characters)', '1728849': 'Families', '1026997': 'Mothers and daughters', '1183301': 'Young women', '1007815': 'Manners and customs', '1204155': 'United States'}"
11717794643,9781931082730,"Louisa May Alcott: Little Women, Little Men, Jo's Boys (LOA #156)",['Louisa May Alcott'],Library of America,2005,en,,,,
11717794643,9781904633273,Little Women,['Louisa May Alcott'],Collector's Library,2004,en,47010599,PS1017,813.4,"{'1119758': 'Sisters', '1241913': 'New England', '1009032': 'March family (Fictitious characters)', '1728849': 'Families', '1026997': 'Mothers and daughters', '1183301': 'Young women', '1007815': 'Manners and customs', '1204155': 'United States'}"
3478,9780743487603,A Tale Of Two Cities,['Charles Dickens'],Simon & Schuster,2004,en,49293655,PR4571,823.8,"{'1204289': 'France', '1204271': 'England--London', '1205283': 'France--Paris', '917772': 'Executions and executioners', '1002455': 'Lookalikes', '934302': 'French fiction', '921890': 'Fathers and daughters', '839044': 'British'}"
3478,9781593081386,A Tale Of Two Cities,['Charles Dickens'],Barnes & Noble,2004,en,49293655,PR4571,823.8,"{'1204289': 'France', '1204271': 'England--London', '1205283': 'France--Paris', '917772': 'Executions and executioners', '1002455': 'Lookalikes', '934302': 'French fiction', '921890': 'Fathers and daughters', '839044': 'British'}"
343786294,,,,,,,,,,
3478,9781593080556,A Tale Of Two Cities,['Charles Dickens'],Barnes & Noble,2003,en,49293655,PR4571,823.8,"{'1204289': 'France', '1204271': 'England--London', '1205283': 'France--Paris', '917772': 'Executions and executioners', '1002455': 'Lookalikes', '934302': 'French fiction', '921890': 'Fathers and daughters', '839044': 'British'}"
3478,9781857151435,A Tale Of Two Cities,['Charles Dickens'],Gardners Books,1993,en,,,,
390592,9780671792275,Den Of Thieves,['James B. Stewart'],Simon and Schuster,1992,en,,,,
60803357,9781405228183,Den Of Thieves,['Julia Golding'],Egmont Books (UK),2007,en,259266790,,823.92,"{'1048433': 'Orphans', '1205283': 'France--Paris', '1131035': 'Spy stories', '1204289': 'France', '1763317': 'Royal, Cat (Fictitious character)'}"
2829766674,9780517093399,Four Novels,['Charles Dickens'],Gramercy,1993,en,,,,
2070150039,9780375760051,Bleak House,['Charles Dickens'],"Random House Digital, Inc.",2002,en,44961040,PR4556,823.8,"{'967203': 'Illegitimate children', '1204271': 'England--London', '1183301': 'Young women', '948819': 'Guardian and ward', '973371': 'Inheritance and succession', '1219920': 'England', '1007815': 'Manners and customs', '1122778': 'Social problems'}"
2487779497,9780451530042,David Copperfield,['Charles Dickens'],Signet,2006,en,,,,
836920385,9780671882365,What Jane Austen Ate And Charles Dickens Knew - From Fox Hunting To Whist-The Facts Of Daily Life In Nineteenth-Century England,['Daniel Pool'],Simon and Schuster,1994,en,,,,
3769030366,9780670030774,Charles Dickens,['Jane Smiley'],Penguin,2002,en,,,,
